BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202301;114146914;Beek;;Ishandro Sharlyson;'S-GRAVENHAGE;22-08-2002;25233;(Junior) accountmanager;BBL;;J;;27GZ;ROC Mondriaan;100A196;School voor Zorg en Welzijn Den Haag;N;568;REGIO 27;;;100X755;2521DB;16;;Mbo4 opleidingen;1;Naaldwijkseweg;106.0;B;;;;2571VM;SPIJKENISSE;202301
27GZ;ROC Mondriaan;202301;684041999;Rijsenburg;;Giovanni Giuseppe Albertus;RIJSWIJK;24-08-2004;25654;Technicus elektrotechnische installaties woning en utiliteit;BOL;;J;;27GZ;ROC Mondriaan;100A196;VAVO Haaglanden;N;488;REGIO 28;;;100X757;2612CA;7;;Mbo4 opleidingen;1;Brueghelstraat;18.0;M;;;;2545TM;PIJNACKER;202301
27GZ;ROC Mondriaan;202301;402916362;Etten;;Jiaqi;'S-GRAVENHAGE;20-08-2005;25378;Technicus engineering;BBL;;J;;27GZ;ROC Mondriaan;100A184;VAVO Haaglanden;N;575;REGIO 28;;;100X757;2595GA;44;;Mbo2 opleidingen;1;Helling;143.0;;;;;3146AD;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;380602829;Giyim;van der;Quinten Werner;RIJSWIJK;05-03-2004;25342;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Horeca & Facilitaire dienstverlening;N;499;REGIO 28;;;100X746;2628AL;7;;Mbo4 opleidingen;1;Loosduinsekade;548.0;;;;;2583NV;VOORBURG;202301
27GZ;ROC Mondriaan;202301;842212520;Verginie;van;Anouk Martina;MAASSLUIS;24-09-2005;23212;Sociaal-cultureel werker;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor Bouw en Infra;N;501;REGIO 28;;;100X747;2521DB;1;;HAVO/VWO bovenbouw;4;Wega;113.0;A;;;;2564XD;KATWIJK ZH;202301
27GZ;ROC Mondriaan;202301;625091321;Goudzwaard;;Caner;KAAG EN BRAASSEM;18-10-2005;25606;Bedrijfsadministrateur;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Economie en Juridische beroepen;N;504;REGIO 29;;;100X746;2493WN;17;;Mbo2 opleidingen;1;De Rik;58.0;;;;;2545AE;;202301
27GZ;ROC Mondriaan;202301;890033857;Bhagwanie;van;Marith Margo Amber;GOUDA;31-10-2002;25177;Manager/ondernemer horeca;BBL;;J;;27GZ;ROC Mondriaan;100A184;School voor Economie Delft;N;1869;REGIO 40;;;100X756;2493WN;1;;Mbo4 opleidingen;6;Draaistraat;476.0;A;;;;2678DD;UDDEL;202301
27GZ;ROC Mondriaan;202301;198836546;Boersema;;Ishandro Sharlyson;'S-GRAVENHAGE;26-09-2001;25287;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Autotechniek en Mobiliteit;N;498;REGIO 28;;;100X747;2493WN;66;;Mbo2 opleidingen;1;Westeinde;34.0;;;;;3144NC;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;107861374;Seepersaud;van;Sterre;'S-GRAVENHAGE;06-06-2000;25324;Eerste monteur elektrotechnische installaties woning en utiliteit;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Maatschappelijke zorg en Verzorgende;N;1754;REGIO 28;;;100X747;2491BE;71;;Mbo4 opleidingen;A1;Lodewijk van Deysselhof;37.0;;;;;2583MX;VLAARDINGEN;202301
27GZ;ROC Mondriaan;202301;328473906;Toet;de;Aya;ALPHEN AAN DEN RIJN;10-04-2004;25743;Allround technicus voertuigen en mobiele werktuigen;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Bouw en Infra;N;1667;REGIO 28;;;100X756;2628AL;6;;Mbo3 opleidingen;1;;161.0;;;;;2525GN;WATERINGEN;202301
27GZ;ROC Mondriaan;202301;368608017;Tomas Abraham Teklemariam;;Alend;SOEST;05-11-1999;25399;Autoschadehersteller;;;J;;27GZ;ROC Mondriaan;101A783;VAVO Haaglanden;N;577;REGIO 28;;;100X752;2595GA;69;;HAVO/VWO bovenbouw;A7;La Pazstraat;;;;;;2563SR;Leiderdorp;202301
27GZ;ROC Mondriaan;202301;599826484;Öztürk;;Maryam;'S-GRAVENHAGE;03-07-2002;25377;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Lifestyle, Sport en Bewegen;N;1628;REGIO 28;;;100X755;2512ER;4;;Mbo4 opleidingen;1;King Olivereiland;114.0;;;;;2544GJ;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;649807468;Heijer;;Esmee Caroline Johanna;RIJSWIJK;18-06-2004;25399;Software developer;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Horeca & Facilitaire dienstverlening;N;1692;REGIO 28;;;100X755;2493WN;16;;Mbo4 opleidingen;2;Meppelrade;18.0;;;;;2281TB;DELFGAUW;202301
27GZ;ROC Mondriaan;202301;408627812;Jong;;Cenne;'S-GRAVENHAGE;25-03-2003;25320;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Toerisme en Recreatie;N;494;REGIO 28;;;100X746;2672ZX;6;;Mbo4 opleidingen;1;Erasmusplein;30.0;;;;;2523HM;RIJSWIJK ZH;202301
27GZ;ROC Mondriaan;202301;922923610;Ceylân;;Tuoi;'S-GRAVENHAGE;21-10-2000;25692;Vavo Atheneum Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Pedagogische en Sociale beroepen;N;1677;REGIO 28;;;100X753;2595GA;16;;Mbo4 opleidingen;1;;18.0;;;;;2266BC;DELFT;202301
27GZ;ROC Mondriaan;202301;448132395;Mohammad;van;Daphne Leonie;RIJSWIJK;18-01-2006;25372;Onderwijsassistent;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Zorg en Welzijn Leiden;N;557;REGIO 26;;;100X746;2544AH;6;;Mbo3 opleidingen;2;Plantenoord;;;;;;2521ZJ;NOOTDORP;202301
27GZ;ROC Mondriaan;202301;823309900;Hauari;;Dylan Aad Robin;'S-GRAVENHAGE;26-07-2005;25332;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A195;Beauty, Hair & Fashion;N;491;REGIO 28;;;100X749;2493WN;7;;Mbo4 opleidingen;1;Rozemarijn;112.0;;;;;2553EW;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;479947516;Yaşar;;Lisanne Joëlle;SINT-MICHIELSGESTEL;09-12-2004;5679;Vavo-Mavo/Theoretische Leerweg Profiel Economie;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Retail en Logistiek Delft;N;559;REGIO 28;;;100X755;2521DB;17;;Mbo4 opleidingen;2;Frans Halsstraat;44.0;;;;;2526ES;GOUDA;202301
27GZ;ROC Mondriaan;202301;752395726;Jharap;van;Min Yan;'S-GRAVENHAGE;12-11-2004;25748;Medewerker evenementenorganisatie;BOL;;J;;27GZ;ROC Mondriaan;100A175;International Hotel and Management School;N;505;REGIO 28;;;100X753;2595GA;7;;Mbo3 opleidingen;1;Erasmusweg;125.0;;;;;2641JG;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;819462187;Adach;;Amro Galal Bukhari;WOERDEN;12-04-2006;25310;VAVO-MAVO Theoretische leerweg zonder profiel;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Lifestyle, Sport en Bewegen;N;1764;REGIO 28;;;100X755;2512ER;17;;Mbo2 opleidingen;1;Medemblikstraat;95.0;;;;;2675RB;RIJNSBURG;202301
27GZ;ROC Mondriaan;202301;431597007;Harpal;;Jayne Zahwa;'S-GRAVENHAGE;04-09-2006;25296;Eerste Autotechnicus;BOL;;J;;27GZ;ROC Mondriaan;100A192;School voor Orde & Veiligheid;N;498;REGIO 28;;;100X746;2493WN;6;;Mbo3 opleidingen;1;Nunspeetlaan;23.0;;;;;2552JV;;202301
27GZ;ROC Mondriaan;202301;948180542;Djaoen;;Yassine;'S-GRAVENHAGE;20-05-2004;25705;Business Administration & Control Specialist;BOL;;J;;27GZ;ROC Mondriaan;100A198;School voor Autotechniek en Mobiliteit;N;493;REGIO 28;;;100X751;2593AN;7;;HAVO/VWO bovenbouw;2;François Valentijnstraat;16.0;;;;;2408RB;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;800419648;Zonnenberg;;Şeydanur;'S-GRAVENHAGE;08-03-2005;25418;Onderwijsassistent;BBL;;J;;27GZ;ROC Mondriaan;100A173;Beauty, Hair & Fashion;N;488;REGIO 28;;;100X746;2332AA;66;;Mbo3 opleidingen;A4;Vrederustlaan;53.0;;;;;2285DB;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;657384106;Bhikhie;;Q-Shanty Mylaine Martha;'S-GRAVENHAGE;18-08-2005;25638;Facilitair leidinggevende;BOL;;J;;27GZ;ROC Mondriaan;100A181;VAVO Haaglanden;N;164;REGIO 28;;;100X749;2595GA;16;;HAVO/VWO bovenbouw;1;Karel Doormanlaan;25.0;;;;;2533VW;LISSE;202301
27GZ;ROC Mondriaan;202301;429705324;Georgiev;;Luca Milan;'S-GRAVENHAGE;22-08-2002;25266;Musicalperformer;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Zorg en Welzijn Westland;N;1671;REGIO 28;;;111X981;2493WN;6;;Mbo4 opleidingen;4;Naaldwijkseweg;536.0;;;;;2716JV;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;442957169;Selmani;;Cas;BODEGRAVEN-REEUWIJK;15-08-2005;25322;Aankomend medewerker grondoptreden;BBL;;J;;27GZ;ROC Mondriaan;100A189;School voor Pedagogische en Sociale beroepen;N;505;REGIO 31;;;100X758;2332AA;18;;Mbo4 opleidingen;3;G.J. van Marrewijklaan;;K;;;;2407BH;Rotterdam;202301
27GZ;ROC Mondriaan;202301;691576499;Yıldırım;;Gianerra Shaniqua;'S-GRAVENHAGE;04-11-2005;25311;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;101A729;VAVO Haaglanden;N;490;REGIO 28;;;100X756;2612CA;70;;Mbo4 opleidingen;1;Fazantlaan;139.0;M;;;;2311PL;ARNHEM;202301
27GZ;ROC Mondriaan;202301;412385066;Diaz;Van der;Mijada Ibrahim;VOORSCHOTEN;16-08-2005;25263;Persoonlijk begeleider gehandicaptenzorg;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Zorg en Welzijn Leiden;N;1509;REGIO 28;;;100X758;2595GA;8;;HAVO/VWO bovenbouw;4;Heereweg;16.0;A;;;;2572HW;VALKENBURG LB;202301
27GZ;ROC Mondriaan;202301;842406165;Hoogenboom;;Sherona Gherina Ly-Ann;PIJNACKER-NOOTDORP;16-03-2005;25750;Eerste Autotechnicus;BOL;;J;;27GZ;ROC Mondriaan;101A729;International Hotel and Management School;N;545;REGIO 28;;;100X747;2544ED;299;;Mbo4 opleidingen;1;Stalpertstraat;13.0;;;;;2403VK;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;147925822;Bhagwanie;van;Chaimae;ZOETERMEER;02-09-2003;25315;Beveiliger 2;;;J;;27GZ;ROC Mondriaan;100A190;School voor Economie Delft;N;570;REGIO 28;;;100X755;2612CA;6;;Mbo3 opleidingen;1;Smaragdlaan;81.0;;;;;2622LG;PIJNACKER;202301
27GZ;ROC Mondriaan;202301;121967602;Haasdijk;van;Maddy Mariama;PIJNACKER-NOOTDORP;29-11-2004;25404;Beveiliger 2;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor ICT;N;585;REGIO 28;;;100X758;2595GA;7;;HAVO/VWO bovenbouw;1;Van Duivenvoordelaan;59.0;;;;;3143CK;DE LIER;202301
27GZ;ROC Mondriaan;202301;115459222;Vriens;;Brent;'S-GRAVENHAGE;07-03-2003;25590;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Business support;N;567;REGIO 28;;;100X747;2612CA;7;;Mbo3 opleidingen;1;Henricuskade;143.0;;;;;2552PH;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;620120325;Jibodh;;Damian Raynel Jeremy;PIJNACKER-NOOTDORP;15-03-2001;25155;Vavo Atheneum Zonder Profiel;BBL;;J;;27GZ;ROC Mondriaan;100A195;School voor Horeca & Facilitaire dienstverlening;N;594;REGIO 28;;;100X747;2672ZX;16;;Mbo4 opleidingen;2;De Vroomedijk;11.0;G;;;;2231LM;MAASSLUIS;202301
27GZ;ROC Mondriaan;202301;244480593;Petrova;van;Luana;NOORDWIJK;28-06-2006;25544;Zelfstandig werkend kok;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Pedagogische en Sociale beroepen;N;1814;REGIO 26;;;100X746;2672ZX;17;;Mbo4 opleidingen;2;Nieuwe Molstraat;332.0;R;;;;2584RP;Zoetermeer;202301
27GZ;ROC Mondriaan;202301;278792787;Petit;van;Joup Victor;GOES;22-07-2001;25313;Vavo-Mavo/Theoretische Leerweg Profiel Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A188;School voor Orde & Veiligheid;N;607;REGIO 28;;;100X758;2595GA;18;;Mbo1 opleidingen;3;Venezuelastraat;109.0;;;1;;2548JJ;OUDEWATER;202301
27GZ;ROC Mondriaan;202301;379244694;Ünal;;Adam;'S-GRAVENHAGE;26-03-2006;25308;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Zorg en Welzijn Leiden;N;585;REGIO 28;;;100X755;2595GA;69;;Mbo4 opleidingen;1;Gerard Doustraat;126.0;;;;;;ZOETERMEER;202301
27GZ;ROC Mondriaan;202301;777082562;Uysal;;Jamie Akshay;MIDDEN-DELFLAND;04-02-2001;25318;Sociaal-maatschappelijk dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Pedagogische en Sociale beroepen;N;510;REGIO 28;;;100X754;2512ER;10;;HAVO/VWO bovenbouw;2;Boulevard;18.0;;;;;2401HB;NOOTDORP;202301
27GZ;ROC Mondriaan;202301;405474103;Yaşar;;Jens Lennart;'S-GRAVENHAGE;11-07-2004;25244;Basis technicus voertuigen en mobiele werktuigen;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Entreeopleidingen;N;510;REGIO 28;;;100X756;2544ED;14;;HAVO/VWO bovenbouw;A3;Neherkade;119.0;;;;;2631VT;ZOETERMEER;202301
27GZ;ROC Mondriaan;202301;391146132;Hoopen;;Wesley Jonathan;'S-GRAVENHAGE;28-09-2003;25430;Mbo-Verpleegkundige;BOL;;J;;27GZ;ROC Mondriaan;100A190;VAVO Haaglanden;N;546;REGIO 28;;;100X746;2595GA;127;;Mbo4 opleidingen;1;De Colman;227.0;;;;;2221JT;LEIDSCHENDAM;202301
27GZ;ROC Mondriaan;202301;882300130;Ouwerkerk;;Vallery;ZOETERMEER;24-03-2001;25792;Medewerker (financiële) administratie;BBL;;J;;27GZ;ROC Mondriaan;100A178;School voor Entreeopleidingen;N;486;REGIO 28;;;100X750;2521DB;6;;Mbo4 opleidingen;1;Dr. J. Presserstraat;119.0;;;;;2552WG;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;342974413;Masoud;;Danish Mohammed Quraish;'S-GRAVENHAGE;15-04-2004;25286;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A196;VAVO Haaglanden;N;483;REGIO 28;;;100X755;2544ED;1;;Mbo4 opleidingen;2;Tahiti;120.0;;;;;2515PL;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;312790801;Verkuijl;ter;Larisa Aurora Maria;RIJSWIJK;10-02-2002;25705;Vavo Havo Nieuw Profiel Economie en Maatschappij;;;J;;27GZ;ROC Mondriaan;100A189;International Hotel and Management School;N;576;REGIO 28;;;100X753;2544ED;18;;Mbo4 opleidingen;A2;Copernicusstraat;286.0;;;;;2289BW;WATERINGEN;202301
27GZ;ROC Mondriaan;202301;510486282;Hussein;;Ayyoub;'S-GRAVENHAGE;07-01-2006;25309;Monteur elektrotechnische installaties;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Zorg en Welzijn Den Haag;N;1732;REGIO 28;;;100X757;2521DB;16;;Mbo4 opleidingen;2;Zorgvlietstraat;29.0;D;;;;2563RM;DELFGAUW;202301
27GZ;ROC Mondriaan;202301;528897968;Lekx;El;Daimy Melody;LEIDERDORP;26-04-2004;25230;Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Orde & Veiligheid;N;506;REGIO 28;;;100X753;2332AA;7;;Mbo4 opleidingen;1;Rakkersveld;137.0;;;BN;;2286BB;RIJSWIJK ZH;202301
27GZ;ROC Mondriaan;202301;655722513;Brehm;El;Ricardo Rafael;ZOETERMEER;27-04-2000;25654;Persoonlijk begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Economie en Juridische beroepen;N;1587;REGIO 28;;;111X981;2493WN;1;;Mbo3 opleidingen;4;Annie Foorestraat;115.0;;;;;2332TL;;202301
27GZ;ROC Mondriaan;202301;410320922;Butt;;Elif Nur;WESTLAND;18-02-2004;23266;Leidinggevende team/afdeling/project;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Toerisme en Recreatie;N;229;REGIO 19;;;100X758;2512ER;30;;Mbo3 opleidingen;3;Middenstede;110.0;;;;;2685RL;ZOETERMEER;202301
27GZ;ROC Mondriaan;202301;872634289;Hoogenboom;;Ryan Adrian;WESTLAND;01-01-2002;25253;Servicemedewerker gebouwen;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Zorg en Welzijn Leiden;N;251;REGIO 28;;;100X750;2332AA;17;;Mbo4 opleidingen;2;Smitstraat;279.0;;;;;2286AB;LEIDEN;202301
27GZ;ROC Mondriaan;202301;812173736;Vliet;van;Sümeyye;ALMERE;21-12-2005;25597;Business support;;;J;;27GZ;ROC Mondriaan;100A192;School voor Bouw en Infra;N;1601;REGIO 28;;;111X981;2595GA;137;;Mbo3 opleidingen;2;Strausslaan;250.0;;;;;2525ZD;HOOGVLIET ROTTERDAM;202301
27GZ;ROC Mondriaan;202301;169901270;Hanswijk;;Rahaf;BARENDRECHT;30-11-2000;25222;Begeleider gehandicaptenzorg;BOL;;J;;27GZ;ROC Mondriaan;100A189;Beauty, Hair & Fashion;N;1562;REGIO 28;;;111X981;2612CA;115;;HAVO/VWO bovenbouw;2;Tesselschadelaan;29.0;;;;;2542NJ;PIJNACKER;202301
27GZ;ROC Mondriaan;202301;751739647;Jansen;;Tycho Jarno;'S-GRAVENHAGE;26-06-2005;25272;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Maatschappelijke zorg en Verzorgende;N;493;REGIO 28;;;100X753;2612CA;6;;Mbo4 opleidingen;2;;28.0;;;;;2548WR;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;687806514;Khedoe;;Sabrine;DELFT;02-01-2000;25671;Schoonheidsspecialist;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Horeca & Facilitaire dienstverlening;N;507;REGIO 28;;;100X753;2544ED;7;;Mbo4 opleidingen;1;Titus Brandsmastraat;108.0;;;;;2729MC;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;693547329;Karsen;;Bart;'S-GRAVENHAGE;01-01-2005;25237;Software developer;BOL;;J;;27GZ;ROC Mondriaan;100A184;Beauty, Hair & Fashion;N;500;REGIO 28;;;100X746;2512ER;46;;Mbo4 opleidingen;1;Haagweg;52.0;;;;;2675RS;MONSTER;202301
27GZ;ROC Mondriaan;202301;748294595;Setoe;;Salma;'S-GRAVENHAGE;06-11-2004;25310;Medewerker (financiële) administratie;;;J;;27GZ;ROC Mondriaan;100A177;School voor Economie Delft;N;1732;REGIO 27;;;100X746;2512ER;69;;Mbo2 opleidingen;1;Oude Haagweg;36.0;;;;;2622JM;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;281299053;Toet;van;Kasper;VLAARDINGEN;07-11-2000;25397;Manager/ondernemer horeca;BBL;;J;;27GZ;ROC Mondriaan;100A196;School voor Pedagogische en Sociale beroepen;N;1388;REGIO 27;;;100X758;2595GA;18;;Mbo4 opleidingen;1;Charley Tooroplaan;18.0;;;;;2631XA;ZOETERMEER;202301
27GZ;ROC Mondriaan;202301;833940277;Meijer;van der;Anthony;ZOETERMEER;18-10-2005;25384;Vavo Havo Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A178;School voor Orde & Veiligheid;N;583;REGIO 10;;;100X756;2593AN;46;;Mbo4 opleidingen;1;Schoutendreef;65.0;A;;50;;2165CE;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;638627683;Blok;;Roeland Wouter;ALPHEN AAN DEN RIJN;04-09-2002;23129;Ondernemer retail;BOL;;J;;27GZ;ROC Mondriaan;100A182;School voor Lifestyle, Sport en Bewegen;N;505;REGIO 28;;;100X751;2493WN;7;;HAVO/VWO bovenbouw;2;Martin Campslaan;10.0;G;;;;2641WJ;RIJNSBURG;202301
27GZ;ROC Mondriaan;202301;822197499;Heijer;;Sem Leonard Jean;'S-GRAVENHAGE;21-07-2004;25225;Verzorgende-IG;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor Pedagogische en Sociale beroepen;N;481;REGIO 28;;;100X758;2521DB;15;;Mbo4 opleidingen;1;Wateringseweg;23.0;;;;;2273GJ;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;838516029;Graaff;;Guus Minne Jan;'S-GRAVENHAGE;09-08-2003;25288;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A196;Beauty, Hair & Fashion;N;485;REGIO 28;;;100X758;2521DB;1;;Mbo3 opleidingen;1;;;;;;;2728BA;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;802396481;Çiçek;;Anouska Cyliën Zàyin;'S-GRAVENHAGE;21-09-2004;25397;Vavo Havo Nieuw Profiel Natuur en Gezondheid;BOL;;J;;27GZ;ROC Mondriaan;100A198;Beauty, Hair & Fashion;N;572;REGIO 30;;;100X747;2612CA;41;;Mbo4 opleidingen;1;Groedestraat;160.0;;;;;2493ZN;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;192326905;Scheper;;Mariam;'S-GRAVENHAGE;19-03-2006;5121;Juridisch-administratief dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Maatschappelijke zorg en Verzorgende;N;570;REGIO 28;;;100X750;2595GA;16;;Mbo2 opleidingen;1;Argonnestraat;12.0;;;;;2291JK;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;106684747;Özdumlupinar;;Yasemin;'S-GRAVENHAGE;09-11-2003;25357;Coördinator sport, bewegen en gezondheid;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor Zorg en Welzijn Leiden;N;531;REGIO 28;;;100X746;2612CA;5;;Mbo4 opleidingen;2;;28.0;;;;;2221MR;DELFT;202301
27GZ;ROC Mondriaan;202301;202786119;Nabbe;;Sarah;'S-GRAVENHAGE;10-12-2002;5455;Sociaal werker;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Autotechniek en Mobiliteit;N;1726;REGIO 28;;;100X747;2612CA;1;;Mbo4 opleidingen;2;Claude Debussystraat;124.0;;;;;2552WB;DELFT;202301
27GZ;ROC Mondriaan;202301;944441483;Bulut;;Bo;'S-GRAVENHAGE;25-07-2006;25605;Verkoper;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Economie en Juridische beroepen;N;1667;REGIO 28;;;100X746;2493WN;5;;HAVO/VWO bovenbouw;1;Snoystraat;26.0;;;;;2331NP;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;959631276;Groeneveldt;;Charissa;'S-GRAVENHAGE;14-03-2001;25668;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Zorg en Welzijn Den Haag;N;491;REGIO 28;;;100X750;2612CA;15;;Mbo3 opleidingen;1;Frankenslag;309.0;;;;;2571BL;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;713172392;Berg;;Rachèl;ZOETERMEER;23-11-2001;25330;Gespecialiseerd pedagogisch medewerker;BOL;;J;;27GZ;ROC Mondriaan;100A198;School voor Economie en Juridische beroepen;N;502;REGIO 29;;;100X746;2544AH;15;;HAVO/VWO bovenbouw;1;Binckhorstlaan;30.0;;;;;2547SE;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;465842842;Ejjandi;van;Jaimy;ALPHEN AAN DEN RIJN;04-02-2002;25516;Doktersassistent;BBL;;J;;27GZ;ROC Mondriaan;100A196;Beauty, Hair & Fashion;N;491;REGIO 29;;;100X747;2493WN;14;;Mbo4 opleidingen;1;Delfgauwseweg;265.0;;;;;2625BZ;VOORSCHOTEN;202301
27GZ;ROC Mondriaan;202301;685569635;Eijnden;;Eriaan Onix;RIJSWIJK;21-09-2003;25631;Vavo Havo Nieuw Profiel Economie en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A187;International Hotel and Management School;N;487;REGIO 28;;;100X755;2332AA;16;;Mbo2 opleidingen;2;Loeteweg;17.0;B;;;;2522BM;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;541163962;Ganaby;van;Ayla Jacoba;NOORDWIJK;02-12-2000;23260;Sport en Bewegen;BOL;;J;;27GZ;ROC Mondriaan;100A187;BAS;N;514;REGIO 28;;;100X756;2512ER;68;;Mbo4 opleidingen;1;Wolweversgaarde;473.0;;;;;2551WX;MAASDIJK;202301
27GZ;ROC Mondriaan;202301;633624920;Barelds;;Lesra Bartolomé Donald;'S-GRAVENHAGE;22-07-2005;25667;Manager/ondernemer horeca;;;J;;27GZ;ROC Mondriaan;100A186;School voor Technologie en Engineering;N;1770;REGIO 27;;;100X758;2595GA;1;;Mbo4 opleidingen;1;Geysterenweg;307.0;;;;;2923GP;'S-GRAVENHAGE;202301
27GZ;ROC Mondriaan;202301;803524335;Alagöz;;Gürkan;WESTLAND;14-05-2001;25191;Vavo Havo Nieuw Profiel Natuur en Gezondheid;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Horeca & Facilitaire dienstverlening;N;1821;REGIO 27;;;100X757;2595GA;1;;Mbo4 opleidingen;1;Bachsingel;23.0;;;;;;ROTTERDAM;202301
27GZ;ROC Mondriaan;202301;620473363;Sanchit;;Ilse Emma;'S-GRAVENHAGE;16-05-2005;25368;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Toerisme en Recreatie;N;485;REGIO 28;;;100X753;2595GA;7;;Mbo4 opleidingen;1;Kastanjeplein;29.0;;;;;4507AL;'S-GRAVENHAGE;202301
