#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
787549972;787549972;28-03-2005;V;Montagne;van;Edmond-Douglas Opare Danquah;2675;REGIO 26;;581;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;5121;Beveiliger 3;100A181;School voor Retail en Logistiek Delft;;Morgenzonlaan;61.0;;2675AD;VOORSCHOTEN
120852246;120852246;19-12-2000;V;Boer;;Abdul Rahman;2553;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25227;Fashion;100A175;Beauty, Hair & Fashion;;New Yorksingel;115.0;;2553VK;BERKEL EN RODENRIJS
612994841;612994841;03-01-2002;M;Laar;;Ylina Judith Gaby Fernanda;2573;REGIO 28;;1767;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25273;Musicalperformer;100A198;School voor Zorg en Welzijn Westland;;Loosduinseweg;223.0;;2573KK;ZOETERMEER
750423834;750423834;27-09-2004;M;Yıldırım;van;Ava Agnes;2553;REGIO 26;;1473;WADDINXVEEN;27GZ;27GZ;;Mbo4 opleidingen;EX;25246;Vavo Havo Zonder Profiel;100A172;International Hotel and Management School;;Frankenslag;48.0;;2553HX;'S-GRAVENHAGE
466554655;466554655;28-01-2005;M;Castejón Ruiz;;Maryam;2541;REGIO 28;;1706;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25292;Technicus engineering;101A729;School voor Zorg en Welzijn Delft;;Schoeplaan;181.0;;2541VK;'S-GRAVENHAGE
861277986;861277986;29-12-2001;M;Lubbe;;Domenique;2497;REGIO 28;;581;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25571;Tegelzetter;100A174;School voor ICT;;Pieter de Voisstraat;365.0;;2497WX;DELFT
347377444;347377444;15-02-2006;M;Hiep;de;Dana Chayenna Lianna;2546;REGIO 28;;504;LANSINGERLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;6007;Fietstechnicus;101A783;School voor ICT;;Hofzicht;69.0;;2546BD;Beverwijk
408653609;408653609;06-07-2004;M;Toet;;Lars Benjamin;2522;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25331;Mbo- Verpleegkunde;100A174;Beauty, Hair & Fashion;;Stalpertstraat;28.0;;2522SM;LEIDSCHENDAM
306679600;306679600;03-07-2002;M;Harst;de;Ali Hasanain Ali;;REGIO 26;;594;TEYLINGEN;27GZ;27GZ;;Mbo4 opleidingen;BBL;25326;Middenkader bouw en infra;100A198;School voor Economie en Juridische beroepen;;Rontgenweg;128.0;;;HOEK VAN HOLLAND
491294514;491294514;26-12-2001;V;Neyt;;Nour;2496;REGIO 29;;586;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25608;Leidinggevende bediening;100A176;School voor Lifestyle, Sport en Bewegen;;Kiwistraat;111.0;;2496LV;'S-GRAVENHAGE
193597235;193597235;26-04-2004;M;Boers;;Noa;2526;REGIO 28;;1689;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25213;Vavo Atheneum Zonder Profiel;100A177;School voor ICT;;Aalbessenlaan;173.0;;2526LW;'S-GRAVENHAGE
448958260;448958260;30-07-2003;V;Hout;;Rohan Arun;3111;REGIO 29;;501;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25244;Timmerman;100A186;Beauty, Hair & Fashion;;Schoutendreef;123.0;;3111BH;'S-GRAVENHAGE
387747636;387747636;14-11-2002;M;Abdullahi;;Amirah Brenda;2526;REGIO 28;;1739;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25323;Vavo Havo voorexamenklas;100A184;VAVO Haaglanden;;Kalandermolen;152.0;;2526BP;'S-GRAVENHAGE
521146169;521146169;23-06-2004;M;Li;van;Luca Milan;2562;REGIO 28;;364;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25256;Schoonheidsspecialist;100A172;School voor Technologie en Engineering;;Lofoten;15.0;;2562VE;ZOETERMEER
863440697;863440697;12-09-2003;V;Haven;;Owen;2262;REGIO 28;;1678;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25291;Medewerker sport en recreatie;100A186;School voor Pedagogische en Sociale beroepen;;1e Van der Kunstraat;135.0;;2262BD;DELFT
182619964;182619964;09-03-2004;V;Işik;;Peter Alex Bastiaan Raymond;2641;REGIO 29;;492;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25341;Software developer;101A783;School voor Horeca & Facilitaire dienstverlening;;Steenwijklaan;19.0;;2641AL;'S-GRAVENHAGE
387911485;387911485;11-10-2004;M;Hiep;van;Milan;2251;REGIO 29;;584;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25333;Vavo Atheneum Zonder Profiel;101A729;International Hotel and Management School;;Jonkersdreef;;;2251NX;'S-GRAVENHAGE
288886588;288886588;05-07-2005;V;Visser;;Bo;2722;REGIO 28;;547;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25659;Zelfstandig werkend kok;100A188;School voor Maatschappelijke zorg en Verzorgende;;Gabriël Metsustraat;35.0;;2722TV;ZOETERMEER
984125247;984125247;18-04-2006;M;Kneppers;;Stefan Ricardo;2713;REGIO 28;;94;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25556;Mbo- Verpleegkunde;100A191;School voor Business support;;Vallumstraat;116.0;;2713RP;'S-GRAVENHAGE
788401984;788401984;10-04-2003;M;Mohammadi;;Tom;2562;REGIO 28;;559;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25504;Bedrijfsadministrateur;101A729;School voor ICT;;Obrechthof;312.0;;2562KS;DELFT
419630912;419630912;06-12-2004;V;Uyar;;Dana;2516;REGIO 28;;1770;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25593;Assistent verkoop/retail;100A189;School voor Pedagogische en Sociale beroepen;;De Boerstraat;75.0;;2516WC;'S-GRAVENHAGE
367267651;367267651;08-12-2001;M;Gravenberch;van;Isa;3145;REGIO 27;;576;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25842;Eerste monteur elektrotechnische industriële installaties en systemen;100A191;School voor Zorg en Welzijn Leiden;;Teijlerstraat;125.0;;3145SZ;DELFT
459575109;459575109;01-04-2005;V;Beka;;Damian Julian;2286;REGIO 26;;591;ZOETERMEER;27GZ;27GZ;;Mbo2 opleidingen;BOL;23244;Allround constructiewerker;100A173;School voor Gezondheidszorg Den Haag;;Jozef Israëlsstraat;;;2286WV;POELDIJK
620433222;620433222;03-08-2004;V;Hutten;;Edmond-Douglas Opare Danquah;2531;REGIO 28;;496;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BBL;25251;Monteur elektrotechnische installaties;100A172;School voor Autotechniek en Mobiliteit;;Nannie van Wehlstraat;20.0;;2531AS;NAALDWIJK
377556806;377556806;13-09-2000;V;Farahi;;Aleyna;2729;REGIO 28;;502;ZOETERMEER;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25553;Management assistant;101A783;School voor ICT;;Hoorneslaan;144.0;;2729MC;DELFT
875171653;875171653;31-08-2004;V;Grata;;Keano;2271;REGIO 28;;485;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BBL;25706;Assistent bouwen, wonen en onderhoud;100A198;School voor Zorg en Welzijn Leiden;;Anslostraat;20.0;;2271VZ;'S-GRAVENHAGE
835456841;835456841;25-10-2004;M;Zimmerman;;Eliana Abigail;2583;REGIO 28;;532;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25396;Software developer;100A196;VAVO Haaglanden;;Goereesestraat;24.0;;2583JA;NOOTDORP
589041482;589041482;02-11-2004;V;Rahmoe;van;Ali;2547;REGIO 26;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25369;Medewerker (financiële) administratie;101A783;School voor Retail en Logistiek Delft;;Loosduinseweg;62.0;;2547AW;'S-GRAVENHAGE
950210378;950210378;02-12-2005;V;Demir;;Salma;2693;REGIO 28;;568;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25342;Helpende Zorg en Welzijn;100A184;School voor Economie Delft;;Duiventorenstraat;29.0;;2693AX;'S-GRAVENHAGE
974098251;974098251;17-08-2003;M;Afra;van;Stefan Shengfa;2548;REGIO 29;;591;WADDINXVEEN;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;5767;Bedrijfsadministrateur;100A175;School voor Toerisme en Recreatie;;Schouwensestraat;102.0;;2548PA;HOEK VAN HOLLAND
848072525;848072525;05-05-2004;V;Ramsaroep;;Jens Merlijn;3181;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25685;Salonmanager;100A191;School voor Gezondheidszorg Den Haag;;Jan ten Brinkstraat;23.0;;3181HL;'S-GRAVENHAGE
824086354;824086354;05-06-2004;M;Kruszyńska;de;Thijs;2552;REGIO 28;;1824;RIJSWIJK;27GZ;27GZ;;VMBO bovenbouw;EX;25613;Monteur mechatronica;100A179;Beauty, Hair & Fashion;;Böckelhove;128.0;;2552KD;NIEUWERKERK AD IJSSEL
398692182;398692182;31-10-2001;M;Vellinga;van;Jayden Justin;2493;REGIO 28;;383;BARENDRECHT;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25605;Manager mobiliteitsbranche;100A190;School voor Entreeopleidingen;;Buinerveenstraat;939.0;;2493AK;'S-GRAVENZANDE
264900440;264900440;07-11-2000;V;Rijn;;Mehmet Ali;2552;REGIO 28;;1705;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25442;Beveiliger 2;100A174;School voor Economie en Juridische beroepen;;Snelliusstraat;16.0;;2552KA;
795873114;795873114;28-05-2004;V;Osa-Oni;van der;Ishandro Sharlyson;2544;REGIO 29;;1844;HELLEVOETSLUIS;27GZ;27GZ;;Mbo4 opleidingen;BBL;25645;IT systems and devices;100A175;School voor Gezondheidszorg Den Haag;;Binnenwater;487.0;;2544GC;LEIDSCHENDAM
549949275;549949275;17-06-2004;V;Fiori Habtom Kesete;;Isa;2553;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25203;Technicus engineering;101A783;School voor Economie en Juridische beroepen;;Van Almondestraat;151.0;;2553EV;
756027230;756027230;20-10-2004;V;Bouayachi;de;Diya Selena Jade;2691;REGIO 28;;506;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BBL;25713;Onderwijsassistent;100A198;School voor Entreeopleidingen;;Willem van Cleeflaan;492.0;;2691ZA;LEIDSCHENDAM
960761700;960761700;17-10-2003;V;Ehigiator;;Mansour;2571;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25215;Allround timmerman;100A188;International Hotel and Management School;;Noordbuurtseweg;131.0;;2571VH;DELFGAUW
147361638;147361638;18-04-2005;M;Burg;;Anass;3062;REGIO 28;;1677;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25287;Monteur werktuigkundige installaties;100A173;VAVO Haaglanden;;Marktweg;24.0;;3062LN;'S-GRAVENHAGE
447975279;447975279;13-10-2005;M;Mohammadi;van;Selin;2531;REGIO 29;;1748;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25635;Retailmedewerker;100A172;School voor Retail en Logistiek Delft;;Laan van Nieuw Oosteinde;64.0;;2531TB;DE LIER
210734959;210734959;30-03-2002;V;Striekwold;;Kimberly Elly;2623;REGIO 28;;1756;RIJSWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25341;Timmerman;101A729;School voor Lifestyle, Sport en Bewegen;;Dijkwacht;22.0;;2623CE;'S-GRAVENHAGE
686329711;686329711;17-11-2004;M;Tork;;Mustafa Emircan;2572;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25297;Software developer;100A187;School voor Zorg en Welzijn Delft;;Burg van Duyvendijklaan;52.0;;2572VJ;'S-GRAVENHAGE
192778104;192778104;11-06-2001;M;Ejjandi;van;Bobbi;2572;REGIO 28;;597;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;6398;Allround Hospitality Medewerker;101A729;School voor Zorg en Welzijn Westland;;Burg van Duyvendijklaan;20.0;;2572EN;MAASSLUIS
460689274;460689274;17-08-2002;V;Jansen;van;Viggo Djordy;2761;REGIO 28;;560;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25676;Gespecialiseerd pedagogisch medewerker;100A177;International Hotel and Management School;;Bellefleur;17.0;;2761XE;BOSKOOP
666046332;666046332;22-07-2005;V;Vroeijenstijn;;Ömer;2516;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25210;Vavo Havo voorexamenklas;101A783;Beauty, Hair & Fashion;;Minister Talmalaan;58.0;;2516TE;NIEUWERKERK AD IJSSEL
751505283;751505283;10-10-2004;M;Moïse;;Nouhaïla;2241;REGIO 27;;1715;ROTTERDAM;27GZ;27GZ;;Mbo2 opleidingen;BOL;25620;Timmerman;100A178;School voor Zorg en Welzijn Leiden;;Rijswijkseweg;365.0;;2241BG;HOOGVLIET ROTTERDAM
214568845;214568845;09-11-2003;M;Waal;La;Fatine;2583;REGIO 28;;508;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;23313;Verkoopspecialist;101A729;School voor Metaal-, Elektro- en installatietechniek;;Vogelkerslaan;29.0;;2583WL;RIJNSBURG
214405006;214405006;02-03-2006;V;Schild;;Nnamdi Victor;2312;REGIO 28;;508;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25756;Mbo- Verpleegkunde;100A172;School voor Gezondheidszorg Den Haag;;Fazantlaan;123.0;;2312TT;RIJSWIJK ZH
557059985;557059985;15-10-2001;V;Massing;El;Amal;2245;REGIO 26;;575;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;6640;Basismedewerker fashion;100A187;School voor Economie en Juridische beroepen;;Korenakker;408.0;;2245VT;RIJSWIJK ZH
565612440;565612440;16-05-2004;M;Kooter;de;Maia Anna Diana;2902;REGIO 28;;510;WADDINXVEEN;27GZ;27GZ;;Mbo2 opleidingen;BOL;25278;Technisch Leidinggevende;101A783;School voor ICT;;Hertzogstraat;49.0;;2902GH;LEIDSCHENDAM
946540446;946540446;28-10-2005;M;Statie;;Joukje Marianne Natasja Darinka;2516;REGIO 28;;499;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25372;Helpende Zorg en Welzijn;100A172;School voor ICT;;;136.0;;2516LL;'S-GRAVENHAGE
531206050;531206050;26-10-2003;M;Coppens;van der;Selin;2542;REGIO 31;;508;GOES;27GZ;27GZ;;Mbo1 opleidingen;BOL;25649;Vavo Havo Nieuw Profiel Natuur en Gezondheid;100A178;School voor Autotechniek en Mobiliteit;;Jan van Gojenstraat;;;2542XZ;TER AAR
933695396;933695396;25-08-2001;V;Elswijk;van;Başak;2552;REGIO 26;;1766;KATWIJK;27GZ;27GZ;;Mbo2 opleidingen;BOL;25309;Tegelzetter;100A184;School voor Bouw en Infra;;;481.0;;2552KD;NAALDWIJK
316510118;316510118;17-05-2004;V;Langezaal;de;Ouaïl;2691;REGIO 35;;518;LEIDEN;27GZ;27GZ;;Mbo1 opleidingen;BBL;5159;Eerste Autotechnicus;100A198;International Hotel and Management School;;De la Reyweg;58.0;;2691LD;SCHIPLUIDEN
160075688;160075688;25-01-2003;M;Moorman;van de;Sara;2544;REGIO 26;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25364;Technicus engineering;100A188;School voor Gezondheidszorg Den Haag;;Stuwstraat;29.0;;2544GX;RIJSWIJK ZH
869896106;869896106;10-08-2005;V;Nuri;van;Marijah;2291;REGIO 26;;504;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo4 opleidingen;BBL;25599;Allround Schoonheidsspecialist;100A184;School voor Horeca & Facilitaire dienstverlening;;Bachsingel;204.0;;2291AT;Leidschendam
794791850;794791850;14-12-2002;M;Graaff;;Naut;2492;REGIO 29;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25255;Persoonlijk begeleider maatschappelijke zorg;100A176;School voor Zorg en Welzijn Westland;;Van Brakelstraat;165.0;;2492WL;'S-GRAVENHAGE
637898669;637898669;13-03-2000;V;Vogel;;Sophia Maria;2587;REGIO 28;;555;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25355;Fashion Designer;101A729;VAVO Haaglanden;;Trekweg;27.0;;2587SZ;ZOETERMEER
668602286;668602286;22-11-2005;V;Boutachkourt Azahriou;;Kimberly Elly;2625;REGIO 29;;508;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25425;Medewerker marketing en communicatie;100A190;School voor Gezondheidszorg Den Haag;;Schoeplaan;28.0;;2625TS;BERKEL EN RODENRIJS
642387886;642387886;03-03-2003;V;Dijk;;Abdulai Gibril;2516;REGIO 28;;502;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25228;Mbo- Verpleegkunde;100A172;School voor Horeca & Facilitaire dienstverlening;;Nijkampvaart;18.0;;2516GD;LEIDSCHENDAM
230428599;230428599;17-04-2004;V;Hartman;van der;Chanayda;2314;REGIO 28;;1614;MIDDELBURG;27GZ;27GZ;;Mbo4 opleidingen;BBL;23164;Technisch Specialist Personenauto's;100A174;School voor Economie Delft;;Poptahof Noord;22.0;;2314EP;ALKMAAR
495980472;495980472;30-10-2003;M;Burg;;Yasmina;2232;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25251;Onderwijsassistent;100A188;School voor Business support;;Frans Halsstraat;20.0;;2232AK;'S-GRAVENZANDE
658182074;658182074;29-01-2003;V;Haan;;David Alex Juan;2402;REGIO 28;;484;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25693;IT systems and devices;100A188;VAVO Haaglanden;;Theresiastraat;60.0;;2402LV;'S-GRAVENHAGE
894177216;894177216;23-11-2004;M;Benali;;Jules;2513;REGIO 11;;1709;OEGSTGEEST;27GZ;27GZ;;Mbo4 opleidingen;BOL;25544;Maatschappelijke Zorg;100A196;School voor Metaal-, Elektro- en installatietechniek;;Van der Havelaan;162.0;;2513DR;WATERINGEN
326668226;326668226;15-11-2001;M;Kegge;;Mitchell;2542;REGIO 28;;557;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25719;Vavo Havo voorexamenklas;100A187;VAVO Haaglanden;;Nieuwewater;22.0;;2542BA;'S-GRAVENHAGE
164237254;164237254;29-05-2004;V;Selmani;;Jyron Jedaiah;2624;REGIO 28;;1639;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25695;Fashion;100A173;School voor Pedagogische en Sociale beroepen;;;104.0;;2624WJ;'S-GRAVENHAGE
698617801;698617801;22-06-2006;V;Yilmaz;van;Femke Margriet;2498;REGIO 28;;1664;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BBL;25657;Coördinator buurt, onderwijs en sport;100A174;School voor Zorg en Welzijn Delft;;IJmuiderstraat;107.0;;2498EH;ZOETERMEER
452300746;452300746;19-02-2005;M;Jansen;;Charly;2381;REGIO 29;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;6062;Manager/ondernemer horeca;100A181;International Hotel and Management School;;Hengelolaan;116.0;;2381NG;'S-GRAVENHAGE
662933452;662933452;12-12-2003;M;Omar;;Dante Hendrik Gerardus;2211;REGIO 28;;580;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25366;Zelfstandig werkend gastheer/-vrouw;100A189;School voor Technologie en Engineering;;Emiratenstraat;18.0;;2211XS;SINT-MAARTENSDIJK
398102477;398102477;13-10-2004;V;Ouwerkerk;dos;Benthe Marit Martine;2532;REGIO 10;;593;ROTTERDAM;27GZ;27GZ;;Mbo2 opleidingen;BOL;25252;Gespecialiseerd pedagogisch medewerker;100A192;School voor Gezondheidszorg Den Haag;;Haagweg;263.0;;2532AN;ALPHEN AAN DEN RIJN
377294805;377294805;18-02-2003;V;Ham;;Sharwan Rasesh;2515;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25400;Gastheer/-vrouw;100A176;School voor Gezondheidszorg Den Haag;;Talmastraat;72.0;;2515BA;'S-GRAVENHAGE
540544983;540544983;20-10-2005;V;Awlad Tayab el Aissati;;Janneke Annie Francien;2583;REGIO 28;;574;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25207;Mbo- Verpleegkunde;100A172;School voor Zorg en Welzijn Den Haag;;Rijswijkseweg;46.0;;2583JB;Naaldwijk
475533273;475533273;26-09-2001;M;Vreugdenhil;;Shirley;2543;REGIO 28;;571;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25207;Fashion Tailor;100A191;School voor Gezondheidszorg Den Haag;;De Rik;19.0;;2543CS;
136384473;136384473;18-01-2005;M;Aarden;;Sarujan;2547;REGIO 28;;1462;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;;23156;Verzorgende-IG;100A189;School voor Bouw en Infra;;Van der Leurstraat;17.0;;2547BB;'s-Gravenhage
765202394;765202394;26-10-2003;V;Rusman;;Ilias;2512;REGIO 28;;503;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25199;Monteur elektrotechnische installaties;100A174;School voor Economie Delft;;Straatweg;22.0;;2512SM;'S-GRAVENHAGE
496537563;496537563;14-01-2005;V;Vijverberg;;Ahmet;2351;REGIO 28;;479;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25208;Mbo-Verpleegkundige;101A783;School voor Entreeopleidingen;;Snoystraat;27.0;;2351RC;'S-GRAVENHAGE
744580948;744580948;24-09-2002;V;Yildirim;;Kate Lisa;2512;REGIO 28;;485;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25740;Pedagogisch medewerker kinderopvang;100A179;School voor Pedagogische en Sociale beroepen;;Lodewijk van Deysselhof;83.0;;2512JK;RIJSWIJK ZH
172822496;172822496;18-09-2002;M;Dik;;Posseh;2545;REGIO 26;;559;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25455;Haarverzorging;100A196;School voor Zorg en Welzijn Leiden;;Meppelweg;21.0;;2545LS;DELFGAUW
420122594;420122594;09-01-2004;M;Ruijven;van;Ital Elijah;2382;REGIO 29;;579;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo1 opleidingen;BBL;25373;Fashion Product Coordinator;100A181;School voor Zorg en Welzijn Delft;;Zonnehof;82.0;;2382AW;PURMEREND
785616868;785616868;22-08-2006;M;Duijnisveld;;Jur Pieter;2681;REGIO 28;;566;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25240;Sociaal werker;100A176;School voor Business support;;Velpsestraat;61.0;;2681XD;'S-GRAVENHAGE
170954727;170954727;01-12-2005;M;Gurdji;;Yassir;3137;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25662;Retailmedewerker;101A729;School voor Zorg en Welzijn Delft;;Insulindeweg;111.0;;3137WE;RIJSWIJK ZH
678432745;678432745;09-06-2004;M;Adiam Kubrom Bizen;;Imad;2512;REGIO 28;;1696;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25347;Manager/ondernemer horeca;100A174;School voor Business support;;Bachsingel;;;2512TB;'S-GRAVENHAGE
287313899;287313899;17-11-2004;V;Sichem;;Mark Wouter;3172;REGIO 28;;489;ROTTERDAM;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25624;Mbo- Verpleegkunde;100A198;School voor ICT;;De Ruijtbaan;20.0;;3172VD;RIJSWIJK ZH
921538539;921538539;28-03-2006;V;Prins;;Nasima;2651;REGIO 28;;555;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25681;Sociaal werker;100A174;International Hotel and Management School;;Fruitweg;114.0;;2651SR;ZOETERMEER
465047532;465047532;27-04-2004;M;Asruf;;Osama;2162;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25222;Begeleider specifieke doelgroepen;100A184;School voor Horeca & Facilitaire dienstverlening;;Van Lennepstraat;34.0;;2162CA;'S-GRAVENHAGE
398589949;398589949;06-11-2002;V;Zwan;;Anouk;2545;REGIO 28;;1694;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25298;Assistent dienstverlening;100A192;School voor Lifestyle, Sport en Bewegen;;Doedijnstraat;20.0;;2545NL;'S-GRAVENHAGE
545296373;545296373;24-01-2006;V;Montagne;;Jyron Jedaiah;2573;REGIO 28;;1720;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25333;Manager/ondernemer horeca;100A177;School voor Business support;;De Gaarde;56.0;;2573BR;REEUWIJK
144674808;144674808;04-05-2005;M;Stolwijk;;Manuël Damiän;2211;REGIO 28;;576;ROTTERDAM;27GZ;27GZ;;Mbo2 opleidingen;BBL;25693;Software developer;100A173;School voor Maatschappelijke zorg en Verzorgende;;Van Dijckstraat;111.0;;2211TR;'S-GRAVENHAGE
265326585;265326585;09-05-2001;M;Azarkan;;Sunali Mahima;2548;REGIO 28;;565;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25204;Helpende Zorg en Welzijn;100A195;School voor Pedagogische en Sociale beroepen;;Petronella Voûtestraat;25.0;;2548VC;LEIDEN
506105850;506105850;19-02-2005;V;Kneppers;;Fabio;2553;REGIO 28;;1690;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25299;Marketing & Communication Specialist;100A186;School voor Metaal-, Elektro- en installatietechniek;;1e Braamstraat;1.0;;2553HX;'S-GRAVENHAGE
763006970;763006970;16-05-2002;M;Faras;van der;Beratcan;2719;REGIO 28;;1732;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BOL;25189;Entree;100A186;School voor ICT;;Leeuwerik;93.0;;2719KD;RIJSWIJK ZH
300584956;300584956;16-06-2004;V;Castenmiller;van den;Mees;2493;REGIO 28;;598;BEVERWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25213;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;100A192;School voor Bouw en Infra;;Pauwmolen;367.0;;2493AG;SCHOONHOVEN
