#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;EXAMEN;IND_BEKOSTIGING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
305056168;305056168;11-05-2004;M;Ödek;;Iman;2332;REGIO 28;;1725;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25611;Zelfstandig werkend kok;;;100A192;School voor ICT;;Laan van Wateringse Veld;157.0;;2332JM;BERGSCHENHOEK
471754004;471754004;01-01-2003;M;Nas;;Damla;2545;REGIO 26;;1721;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25683;Technicus engineering;;;100A172;School voor Lifestyle, Sport en Bewegen;;Bogotástraat;265.0;;2545LS;DELFT
839376587;839376587;10-11-2003;M;Bayazed;;Julia Sophie;2525;REGIO 29;;1860;CAPELLE AAN DEN IJSSEL;27GZ;27GZ;;HAVO/VWO bovenbouw;EX;23118;Persoonlijk begeleider gehandicaptenzorg;;;100A179;School voor Metaal-, Elektro- en installatietechniek;;Waldeck Pyrmontsingel;29.0;;2525KE;GOUDA
654814881;654814881;30-03-2006;M;Seferina;de;Zeynep;2512;REGIO 28;;271;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BOL;25232;Aankomend onderofficier grondoptreden;;;100A176;School voor Toerisme en Recreatie;;Swammerdamstraat;87.0;;2512HN;ZOETERMEER
669647996;669647996;03-03-2000;V;Kruijter;de;Ceyda Elmas;2543;REGIO 28;;311;ZAANSTAD;27GZ;27GZ;;Mbo2 opleidingen;;23249;Technicus elektrotechnische systemen;;;100A187;School voor Zorg en Welzijn Leiden;;Batavenstraat;21.0;;2543TH;SASSENHEIM
652489519;652489519;10-08-2000;M;Doğan;;Rahaf;3119;REGIO 28;;1716;ZOETERMEER;27GZ;27GZ;;Mbo2 opleidingen;BOL;25268;Financieel administratief medewerker;;;100A190;School voor Economie Delft;;Goudvinklaan;61.0;;3119VA;DELFT
920562348;920562348;25-08-2005;V;Şafak;;Dion;2497;REGIO 28;;1699;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25543;Mbo- Verpleegkunde;;;100A186;Beauty, Hair & Fashion;;;62.0;;2497VJ;DELFT
997816246;997816246;04-03-2005;M;Helm;van;Suraj Ajaikumar Sunil;3445;REGIO 28;;507;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25252;Autotechnicus;;;100A184;School voor Pedagogische en Sociale beroepen;;Westeinde;81.0;;3445CL;TER AAR
284249758;284249758;11-12-2000;M;Karaaslan;;Youssra;2717;REGIO 28;;565;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;5889;Coördinator sport, bewegen en gezondheid;;;100A172;School voor Economie en Juridische beroepen;;Claude Debussystraat;48.0;;2717GH;'S-GRAVENZANDE
284603054;284603054;24-08-2003;M;Haasen;;Peter Alex Bastiaan Raymond;2525;REGIO 28;;497;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25201;Assistent mobiliteitsbranche;;;100A175;School voor Economie en Juridische beroepen;;Garenmarkt;20.0;;2525XT;DELFT
320318491;320318491;27-06-2001;M;Bayram;;Renske Suzanne;2555;REGIO 28;;568;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25677;Sport en Bewegen;;;100A177;School voor Pedagogische en Sociale beroepen;;Teniersplantsoen;121.0;;2555ZZ;MAASDIJK
856825553;856825553;17-07-2001;V;Vries;;Daan Marcel Peter;2631;REGIO 28;;1591;CAPELLE AAN DEN IJSSEL;27GZ;27GZ;;Mbo4 opleidingen;;25195;Persoonlijk begeleider maatschappelijke zorg;;;100A187;School voor Retail en Logistiek Delft;;Debussystraat;133.0;;2631HX;WASKEMEER
477145867;477145867;02-12-2000;M;Stroom;;Marnix;2551;REGIO 28;;509;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;23177;Retailmanager;;;101A783;School voor Lifestyle, Sport en Bewegen;;Het Zicht;25.0;;2551JV;'S-GRAVENHAGE
760972945;760972945;12-01-2004;V;Duijn;;Tanja Petra;2272;REGIO 28;;112;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25695;Vavo Havo Nieuw Profiel Natuur en Gezondheid;;;100A174;School voor ICT;;Thorbeckelaan;115.0;;2272TB;HAZERSWOUDE RIJNDIJK
395697613;395697613;25-01-2006;V;Schaap;van;Ilyas Isam;2497;REGIO 28;;554;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25293;Manager/ondernemer horeca;;;100A189;School voor Gezondheidszorg Den Haag;;Roemer Visscherstraat;29.0;;2497DA;'S-GRAVENHAGE
574461126;574461126;22-08-2004;M;Feruz Saleh Suleyman;;Johan Arend Christianus;2548;REGIO 28;;495;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25324;Verkoper;;;100A182;VAVO Haaglanden;;Ruivenstraat;24.0;;2548SG;'S-GRAVENHAGE
476034903;476034903;27-01-2006;V;Waasdorp;;Tarik;2692;REGIO 28;;1721;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BBL;25331;Vavo Havo Nieuw Profiel Natuur en Gezondheid;;;100A187;School voor Retail en Logistiek Delft;;Obrechtlaan;28.0;;2692AS;'S-GRAVENHAGE
540820041;540820041;20-05-2003;V;Torn;;Danny Leonardus Nicolaas;2651;REGIO 28;;1700;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25671;Mbo- Verpleegkunde;;;101A729;School voor Autotechniek en Mobiliteit;;Bogotástraat;20.0;;2651ET;'S-GRAVENHAGE
420466289;420466289;10-02-2006;M;Zibouh;;Fabiënne;2315;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25206;Retailmedewerker;;;101A729;School voor Bouw en Infra;;Poptahof Noord;25.0;;2315DA;'S-GRAVENHAGE
231652381;231652381;06-07-2004;V;Kegge;;Jorik;2716;REGIO 28;;486;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25614;Timmerman;;;100A180;School voor Zorg en Welzijn Leiden;;;296.0;;2716NA;'S-GRAVENHAGE
563803084;563803084;21-07-2001;M;Daouayry;;Daniel;2283;REGIO 28;;1689;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25164;Manager/ondernemer horeca;;;100A174;Beauty, Hair & Fashion;;Claude Debussystraat;16.0;;2283LE;'S-GRAVENHAGE
548534797;548534797;02-11-2004;M;Açacak;;Min Yan;2675;REGIO 28;;488;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25205;Manager/ondernemer horeca;;;100A188;School voor Zorg en Welzijn Leiden;;Loosduinsekade;24.0;;2675XV;'S-GRAVENHAGE
419726477;419726477;22-02-2005;V;Luna Abraham Gele;;Benthe Marit Martine;2553;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25373;Manager/ondernemer horeca;;;100A191;School voor Pedagogische en Sociale beroepen;;Geysterenweg;15.0;;2553GJ;'S-GRAVENHAGE
729076405;729076405;12-10-2002;V;Pronk;;Kai;2625;REGIO 28;;500;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25636;Doktersassistent;;;100A172;School voor Lifestyle, Sport en Bewegen;;Vrederustlaan;134.0;;2625NW;RIJSWIJK ZH
309060855;309060855;01-01-2003;V;Khan;;Dana;2565;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25219;Sociaal werker;;;100A181;School voor Pedagogische en Sociale beroepen;;Spoorsingel;120.0;;2565WJ;'S-GRAVENHAGE
853001391;853001391;08-07-2005;M;Azouagha;;Jim;2573;REGIO 28;;1700;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25667;Retailmedewerker;;;100A195;School voor Zorg en Welzijn Delft;;Van Rijswijckschans;28.0;;2573LZ;NOOTDORP
953384994;953384994;23-11-2005;M;Peters;van der;Omar;2266;REGIO 28;;496;DIJK EN WAARD;27GZ;27GZ;;Mbo4 opleidingen;BOL;25339;Beveiliger 2;;;100A178;School voor Zorg en Welzijn Leiden;;Secr Varkevisserstraat;226.0;;2266EK;DELFT
836435463;836435463;17-04-2006;V;Gijsen;;Mohamed;2553;REGIO 26;;567;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25218;Mbo- Verpleegkunde;;;100A176;International Hotel and Management School;;Buenos Aireshof;154.0;;2553ND;DELFT
236331822;236331822;15-12-2003;V;Bokx;;Merijn Edward;2711;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25710;Manager/ondernemer horeca;;;100A198;BAS;;Sasboutstraat;17.0;;2711GE;KATWIJK ZH
298075203;298075203;25-06-2003;M;Ajodhia;;Damai Noël;2512;REGIO 28;;1655;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25690;Assistent mobiliteitsbranche;;;100A188;VAVO Haaglanden;;Rederijkerstraat;11.0;;2512AA;'S-GRAVENHAGE
962129371;962129371;25-07-2006;M;Vreugd;;Sem;2525;REGIO 28;;570;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BBL;25206;Doktersassistent;;;100A173;School voor Business support;;;78.0;;2525AE;DEN HOORN ZH
620888933;620888933;09-06-2005;M;Zwennes;van;Darshan Roshano Vinesh;2225;REGIO 28;;565;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25814;Gastheer/-vrouw;;;100A181;School voor Entreeopleidingen;;Van Dijckstraat;77.0;;2225XN;ZOETERMEER
700085607;700085607;08-04-2005;V;Groot;van der;Stella Esther Mira;2729;REGIO 28;;499;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25732;Maatschappelijke Zorg;;;100A184;International Hotel and Management School;;Vaillantlaan;11.0;;2729AJ;OVERVEEN
836920571;836920571;25-06-2003;V;Haaring;;Kemal;2583;REGIO 35;;1611;BEVERWIJK;27GZ;27GZ;;Mbo2 opleidingen;BBL;23219;instructeur mbo;;;100A192;School voor Bouw en Infra;;Bonenkruidpad;49.0;;2583JK;KATWIJK ZH
313559204;313559204;12-10-2005;V;Touhami;;Sem;2521;REGIO 28;;498;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25702;Tegelzetter;;;101A729;School voor Horeca & Facilitaire dienstverlening;;Rozemarijn;119.0;;2521SH;KATWIJK ZH
414183045;414183045;16-03-2005;V;Schreuder;;Gerlinde;2551;REGIO 28;;514;SCHIEDAM;27GZ;27GZ;;Mbo2 opleidingen;BBL;25648;Onderwijsassistent;;;100A186;School voor Economie Delft;;Westhovenplein;54.0;;2551CE;Beverwijk
320173979;320173979;18-06-2003;M;Abdoelrazak;van der;Zazou Henriëtte;2525;REGIO 29;;515;WESTLAND;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25634;Vavo Havo Zonder Profiel;;;100A189;VAVO Haaglanden;;Regentesselaan;520.0;;2525ZK;KATWIJK ZH
845452291;845452291;25-06-2001;M;Asruf;;Beyza;2717;REGIO 26;;69;NOORDWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25248;Assistant Business Services;;;100A179;School voor Orde & Veiligheid;;De Gaarde;232.0;;2717AP;RIJSWIJK ZH
997212773;997212773;10-02-2004;M;Jhorai;;Femke Margriet;2652;REGIO 28;;609;LEIDEN;27GZ;27GZ;;Mbo1 opleidingen;BBL;25178;Expert IT systems and devices;;;100A188;School voor Business support;;Paul Gabriëlstraat;216.0;;2652DT;NIEUWERKERK AD IJSSEL
158739494;158739494;07-11-2004;V;Boejharat;;Giani;2516;REGIO 28;;490;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25332;Assistent verkoop/retail;;;100A172;School voor Retail en Logistiek Delft;;Rijswijkseweg;175.0;;2516GX;
554971079;554971079;08-03-2005;V;Kiliç;;Sem Leonard Jean;2727;REGIO 28;;1805;DELFT;27GZ;27GZ;;Mbo4 opleidingen;;25213;Bedrijfsadministrateur;;;100A189;School voor Retail en Logistiek Delft;;Jacob Catsstraat;489.0;;2727ER;DELFT
670524034;670524034;13-08-2002;M;Burggraaf;;Rutger Helmich Johan;2544;REGIO 29;;1472;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;23330;Facilitair leidinggevende;;;100A178;School voor Toerisme en Recreatie;;Merelweg;56.0;;2544VZ;REEUWIJK
781577340;781577340;09-12-2003;V;Demir;;Hannah;2573;REGIO 28;;490;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25354;Mbo- Verpleegkunde;;;100A181;School voor ICT;;Goeverneurplein;17.0;;2573GJ;DELFGAUW
245149978;245149978;07-08-2003;M;Laak;van der;Boteina;2241;REGIO 28;;1787;NOORDWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25210;Vavo Havo Zonder Profiel;;;100A175;School voor Bouw en Infra;;;753.0;;2241AG;VOORBURG
139142428;139142428;17-04-2004;M;Sourani;;Bryan Jesse;2586;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25668;Manager/ondernemer horeca;;;100A177;Beauty, Hair & Fashion;;J.H.A. Schaperlaan;13.0;;2586GR;'S-GRAVENHAGE
123691226;123691226;22-08-2004;V;Hawa Mohemed Jama;;Zoë;2551;REGIO 28;;167;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25344;Timmerman;;;100A181;School voor ICT;;Van Diemenstraat;366.0;;2551HD;'S-GRAVENHAGE
790705975;790705975;01-01-2002;M;Saeed;;Ilona;3086;REGIO 28;;1647;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25790;Haarverzorging;;;100A189;School voor Pedagogische en Sociale beroepen;;Laan van Nieuw Oosteinde;22.0;;3086JM;MONSTER
458421043;458421043;24-10-2004;M;Lamtalsi;;Robine;2685;REGIO 28;;1739;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25591;Handhaver toezicht en veiligheid;;;100A189;School voor Lifestyle, Sport en Bewegen;;Gaastmeer;49.0;;2685XC;'S-GRAVENHAGE
171512809;171512809;07-09-2004;M;Ajjouch;in 't;Yaküb;2613;REGIO 11;;510;KAAG EN BRAASSEM;27GZ;27GZ;;Mbo2 opleidingen;;25269;Helpende Zorg en Welzijn;;;100A182;School voor Orde & Veiligheid;;Zijde;238.0;;2613NK;KATWIJK ZH
484066953;484066953;18-05-2004;M;Korte;de;Yorick;2524;REGIO 28;;505;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;5690;Mbo- Verpleegkunde;;;100A181;Beauty, Hair & Fashion;;Oude Haagweg;79.0;;2524SK;'S-GRAVENHAGE
200601494;200601494;19-01-2003;M;Emurla;de;Jip;2498;REGIO 28;;1803;OUDER-AMSTEL;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;23247;Persoonlijk begeleider maatschappelijke zorg;;;101A783;School voor Zorg en Welzijn Den Haag;;Ernst Casimirstraat;244.0;;2498AL;CAPELLE AAN DEN IJSSEL
755480441;755480441;20-04-2006;V;Akhtou;;Caitlin Jo;2515;REGIO 28;;1520;LANSINGERLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25247;Vavo Havo Nieuw Profiel Economie en Maatschappij;;;100A181;School voor Gezondheidszorg Den Haag;;Etty Hillesumsingel;136.0;;2515LL;NAALDWIJK
712581350;712581350;23-06-2002;M;Sengir;;Sanne;2261;REGIO 28;;1742;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25731;Helpende Zorg en Welzijn;;;101A729;School voor Zorg en Welzijn Leiden;;New Yorksingel;24.0;;2261DZ;'S-GRAVENHAGE
529701152;529701152;21-03-2003;M;Bruijn;van;Melisa;2681;REGIO 28;;495;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25278;Assistent horeca, voeding of voedingsindustrie;;;100A188;School voor Retail en Logistiek Delft;;Kortenaerstraat;133.0;;2681SK;RIJNSBURG
640185849;640185849;15-02-2005;M;Lans;van;Michaell Antonio;3131;REGIO 36;;506;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25296;Sociaal werker;;;100A191;School voor Zorg en Welzijn Leiden;;Loeteweg;25.0;;3131WB;'s-Gravenhage
981222892;981222892;01-06-2006;M;Rootselaar;;Marit;2543;REGIO 28;;1798;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25317;Assistent dienstverlening en zorg;;;100A177;School voor Economie Delft;;Hendrick de Keyserweg;51.0;;2543GA;DE LIER
891491735;891491735;03-04-2002;V;Bilić;van;Tim Bennie;2295;REGIO 28;;491;DELFT;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25576;Fashion Product Coordinator;;;100A177;School voor Bouw en Infra;;Hertenrade;96.0;;2295MG;'s-Gravenhage
284385413;284385413;18-03-2002;V;Jadoenath;;Kasper;2642;REGIO 28;;519;BREDA;27GZ;27GZ;;Mbo3 opleidingen;BOL;25609;Retailmedewerker;;;100A186;School voor Orde & Veiligheid;;Agnes Croesinklaan;109.0;;2642EC;CAPELLE AAN DEN IJSSEL
535407039;535407039;05-05-2003;M;Maknouzi;;Maryam;2651;REGIO 28;;567;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;5121;Monteur werktuigkundige installaties;;;100A173;School voor Autotechniek en Mobiliteit;;Gouden Uillaan;16.0;;2651XW;RIJSWIJK ZH
969774242;969774242;11-03-2005;M;Krenten;;Elaine;2694;REGIO 28;;584;LEIDERDORP;27GZ;27GZ;;Mbo3 opleidingen;BOL;25385;Vavo Havo Nieuw Profiel Natuur en Gezondheid;;;100A173;School voor Economie Delft;;Scheepensstraat;48.0;;2694BS;KOUDEKERK AAN DEN RIJN
377517486;377517486;23-05-2004;M;Chaibou;;Talita;2631;REGIO 28;;308;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;EX;23217;Mbo- Verpleegkunde;;;100A184;International Hotel and Management School;;Wollegras;26.0;;2631WJ;DEN HOORN ZH
244890486;244890486;11-11-2006;V;Lans;;Roshni Karishma;2548;REGIO 28;;494;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25606;Vavo Havo Nieuw Profiel Economie en Maatschappij;;;100A190;School voor Horeca & Facilitaire dienstverlening;;Wezelrade;125.0;;2548BT;'S-GRAVENHAGE
639809613;639809613;13-09-2003;M;Oedjagirsing;van;Beraat;2574;REGIO 26;;512;RIJSWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25671;Zelfstandig werkend gastheer/-vrouw;;;100A186;School voor Lifestyle, Sport en Bewegen;;Tsarenhof;118.0;;2574SE;NAALDWIJK
227447114;227447114;10-02-2006;V;Peverelli;;Marianne Deborah;2672;REGIO 28;;570;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25304;Helpende Zorg en Welzijn;;;100A178;School voor Zorg en Welzijn Westland;;Van Dijckstraat;25.0;;2672BV;'S-GRAVENHAGE
999107741;999107741;01-01-2001;V;Shauk;;Nova;1446;REGIO 28;;490;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25376;Technisch Specialist Personenauto's;;;100A187;School voor Zorg en Welzijn Leiden;;Reinier de Graafweg;140.0;;1446HL;'S-GRAVENHAGE
201254261;201254261;07-11-2002;V;Trojan;;Fouad;;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25183;Mbo-Verpleegkundige;;;100A191;School voor Pedagogische en Sociale beroepen;;Noordeinde;23.0;;;NAALDWIJK
913343260;913343260;21-10-2002;V;Kegge;da;Ilyas;2741;REGIO 10;;509;ZOETERWOUDE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25287;Timmerman;;;100A188;School voor Metaal-, Elektro- en installatietechniek;;Ransuillaan;228.0;;2741XT;VLAARDINGEN
744112221;744112221;26-03-2003;M;Yaşar;;Joey Corné;2282;REGIO 28;;506;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25091;Software developer;;;100A184;School voor Economie en Juridische beroepen;;Cyclaamstraat;228.0;;2282BG;DEN HOORN ZH
579776902;579776902;22-01-2003;V;Brand;van;Didaar;2542;REGIO 28;;499;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25606;Servicemedewerker gebouwen;;;101A729;International Hotel and Management School;;Ipenrodeplantsoen;184.0;;2542NC;BLEISWIJK
675378652;675378652;21-02-2006;V;Knuever;Al;Mohammad;2614;REGIO 28;;589;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;;25609;Verkoopspecialist;;;100A192;BAS;;Kraijenhoffschans;27.0;;2614TV;'S-GRAVENZANDE
136206557;136206557;01-07-2001;V;Frank;Van der;Tristan;2532;REGIO 26;;1893;THOLEN;27GZ;27GZ;;Mbo3 opleidingen;BBL;25621;Doktersassistent;;;100A180;School voor Lifestyle, Sport en Bewegen;;van Halewijnlaan;;;2532AN;UDDEL
312644284;312644284;07-02-2003;V;Özdemir;van;Esmee Alida Julia;2542;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25288;Technicus engineering;;;100A175;School voor Retail en Logistiek Delft;;Leidseweg;39.0;;2542JS;'S-GRAVENHAGE
343908017;343908017;11-03-2003;V;Graaf;de;Jenane;;REGIO 36;;514;LANSINGERLAND;27GZ;27GZ;;Mbo4 opleidingen;BBL;25339;Musicalperformer;;;101A783;School voor Zorg en Welzijn Den Haag;;Waldorpstraat;16.0;;;PIJNACKER
606438318;606438318;04-09-2004;V;Burger;;Mitchell Abel;2235;REGIO 29;;1803;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25703;Manager/ondernemer horeca;;;100A172;School voor Zorg en Welzijn Den Haag;;Hengelolaan;20.0;;2235EP;VLAARDINGEN
603845193;603845193;03-11-2004;V;Winden;;Senna;2518;REGIO 28;;488;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;;25348;Expert IT systems and devices;;;100A177;School voor Economie Delft;;Beuklaan;38.0;;2518PL;'S-GRAVENHAGE
392083054;392083054;25-06-2003;M;Velden;;Birhat;2574;REGIO 28;;489;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25318;Bedrijfsadministrateur;;;100A191;School voor Zorg en Welzijn Den Haag;;Waldorpstraat;18.0;;2574AP;LEIDERDORP
692132923;692132923;12-07-2002;V;Lispet;;Daantje;2525;REGIO 29;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25270;Helpende Zorg en Welzijn;;;100A172;School voor Technologie en Engineering;;Hofje van Maat;24.0;;2525ZB;'S-GRAVENHAGE
232596859;232596859;19-11-2004;V;Kerger;;Yusleiby;2627;REGIO 28;;1744;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25714;Monteur elektrotechnische installaties;;;100A172;School voor Pedagogische en Sociale beroepen;;Populierenstraat;14.0;;2627CA;'S-GRAVENHAGE
753085427;753085427;05-02-2001;V;Said;;Nana Marie-Anne Yvonne;;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25361;Begeleider specifieke doelgroepen;;;100A186;Beauty, Hair & Fashion;;Middelgraaflaan;265.0;;;'S-GRAVENHAGE
582055937;582055937;06-08-2006;V;Slingerland;van;Mutiara Mariam;2544;REGIO 29;;505;'S-GRAVENHAGE;27GZ;27GZ;;VMBO bovenbouw;;25277;Manager/ondernemer horeca;;;100A191;School voor Maatschappelijke zorg en Verzorgende;;Heliotrooplaan;131.0;;2544ST;HAARLEM
706733412;706733412;10-01-2005;M;Madrati;;Joukje Marianne Natasja Darinka;2565;REGIO 28;;1711;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;6086;Persoonlijk begeleider specifieke doelgroepen;;;100A188;Beauty, Hair & Fashion;;Buenos Aireshof;24.0;;2565PK;LEIDSCHENDAM
357834110;357834110;10-05-2000;V;Grata;;Helena Martha;2717;REGIO 28;;605;BEST;27GZ;27GZ;;Mbo1 opleidingen;BBL;25166;Autotechnicus;;;100A174;School voor Autotechniek en Mobiliteit;;Pijlkruidveld;60.0;;2717WE;ZOETERMEER
192748853;192748853;18-05-2004;V;Reitsma;;Benthe Marit Martine;2531;REGIO 28;;1709;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BBL;25261;Monteur elektrotechnische installaties;;;101A729;School voor Economie en Juridische beroepen;;Van Almondestraat;134.0;;2531CH;
531570431;531570431;18-02-2003;V;Bouayachi;;Susan;2287;REGIO 28;;1665;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25392;Zelfstandig werkend kok;;;100A188;VAVO Haaglanden;;Ds van den Boschlaan;135.0;;2287VC;'S-GRAVENHAGE
579530474;579530474;23-10-2003;V;Brake;;Tim Daniel;2492;REGIO 28;;1746;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25369;Sociaal werker;;;100A177;Beauty, Hair & Fashion;;'s-Gravenzandelaan;;;2492WR;HILLEGOM
143559253;143559253;02-03-2001;V;Vermeulen;;Roy Maurice;2592;REGIO 28;;564;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25725;Vavo Atheneum Zonder Profiel;;;100A192;School voor Zorg en Welzijn Leiden;;Burgersdijkstraat;23.0;;2592BJ;DE LIER
960132677;960132677;05-04-2004;V;Velden;;Gaizka Lorenzo;2544;REGIO 28;;565;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;6444;Monteur werktuigkundige installaties;;;100A181;School voor Lifestyle, Sport en Bewegen;;Steenzicht;9.0;;2544XW;BERKEL EN RODENRIJS
979240154;979240154;01-12-2000;V;Dijkmeijer;;Jeroen Paul;2522;REGIO 29;;580;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25287;Schoonheidsverzorging;;;100A198;School voor Economie en Juridische beroepen;;Nieuwewater;106.0;;2522NL;ROZENBURG ZH
923123121;923123121;27-01-2004;M;Omoregbe;;Jeanevive Tiffany;;REGIO 28;;604;NOORDWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;25649;Monteur werktuigkundige installaties;;;100A175;School voor Pedagogische en Sociale beroepen;;Strijp;132.0;;;MAASLAND
167552267;167552267;02-04-2005;M;Rijt;;Lise Myrthe;3076;REGIO 28;;1736;HAARLEM;27GZ;27GZ;;Mbo2 opleidingen;BOL;25691;Doktersassistent;;;100A177;School voor Zorg en Welzijn Den Haag;;Ribbelzegge;230.0;;3076AT;LEIDSCHENDAM
